2024-12-25|30723|4159842|win
2024-12-25|5567|3601778|win
2024-12-25|44231|10537898|win
2024-12-25|35055|9033083|win
2024-12-25|14349|8841138|win
2024-12-26|44228|10274250|win
2024-12-26|5567|11072665|win
2024-12-26|44231|9928683|lose
2024-12-26|30723|10294783|lose
2024-12-26|14349|7194082|lose
2024-12-26|43776|5607631|win
2024-12-27|14349|5692363|lose
2024-12-27|44228|7187340|win
2024-12-27|30723|10569485|win
2024-12-27|35055|4737915|win
2024-12-27|43776|1584568|lose
2024-12-27|44231|3418048|win
2024-12-28|30723|7283037|win
2024-12-28|14349|10986812|win
2024-12-28|44228|9486266|win
2024-12-28|44231|9621141|win
2024-12-28|5567|10162007|win
2024-12-28|43776|2460825|win
2024-12-29|30723|4270036|win
2024-12-29|5567|9646789|win
2024-12-29|35055|10131082|win
2024-12-29|44228|6272741|win
2024-12-29|14349|6348152|win
2024-12-29|44231|11372304|win
2024-12-30|14349|10256367|win
2024-12-30|44231|7707202|win
2024-12-30|35055|3054045|win
2024-12-30|5567|11051478|win
2024-12-30|30723|8861004|lose
2024-12-30|43776|4661302|win
2024-12-31|14349|10691652|win
2024-12-31|35055|11273437|win
2024-12-31|44228|3545547|win
2024-12-31|5567|10310947|lose
2024-12-31|44231|10799124|win
2024-12-31|30723|8615920|win
2025-01-25|35055|10932726|win
2025-01-25|14349|3054067|lose
2025-01-25|12008|6534666|win
2025-01-25|5567|10219250|win
2025-01-25|44231|4047024|win
2025-01-25|30723|10035185|win
2025-01-26|5567|9166287|win
2025-01-26|12008|7186556|win
2025-01-26|14349|4368061|win
2025-01-26|30723|7702833|win
2025-01-27|14349|3304062|win
2025-01-27|43776|7161690|win
2025-01-27|30723|8615920|win
2025-01-27|12008|3017075|win
2025-01-27|5567|3601778|win
2025-01-27|35055|10131082|win
2025-01-28|14349|10691652|win
2025-01-28|43776|7091930|lose
2025-01-28|12008|10466059|win
2025-01-28|30723|9861612|win
2025-01-28|5567|11072665|win
2025-01-28|35055|11140161|win
2025-01-29|35055|11123555|win
2025-01-29|43776|11140950|win
2025-01-29|14349|6212109|win
2025-01-29|30723|10569485|lose
2025-01-29|44231|9621141|win
2025-01-29|12008|10795388|win
2025-01-30|43776|10444120|win
2025-01-30|30723|6317612|lose
2025-01-30|14349|10895179|win
2025-01-30|12008|2800793|win
2025-01-30|35055|3054045|win
2025-01-30|44231|10999028|win
2025-01-31|14349|10001212|lose
2025-01-31|12008|3132084|win
2025-01-31|35055|11273437|win
2025-01-31|30723|6464411|win
2025-02-01|43776|3962009|win
2025-02-01|5567|7773782|win
2025-02-22|44228|7184214|win
2025-02-22|5567|5225156|win
2025-02-22|14349|10572838|win
2025-02-22|30723|7642916|win
2025-02-22|12008|2800793|win
2025-02-23|5567|8922023|win
2025-02-23|44231|5943430|win
2025-02-23|12008|9349019|win
2025-02-23|30723|9880514|win
2025-02-23|14349|6251595|win
2025-02-23|44228|1807492|win
2025-02-24|12008|10795388|win
2025-02-24|5567|11072665|win
2025-02-24|30723|3020379|win
2025-02-24|14349|9180678|win
2025-02-24|44228|11204066|win
2025-02-24|44231|4695630|win
2025-02-25|12008|299473|win
2025-02-25|14349|10141742|win
2025-02-25|5567|11061454|win
2025-02-25|30723|8615920|win
2025-02-25|44228|3686303|win
2025-02-25|44231|10999028|win
2025-02-26|43776|4661302|win
2025-02-26|30723|10887757|win
2025-02-26|14349|10845035|win
2025-02-26|12008|4022943|lose
2025-02-26|44228|1936704|win
2025-02-26|5567|9105492|win
2025-02-27|12008|6926556|win
2025-02-27|14349|10044140|win
2025-02-27|30723|8894449|win
2025-02-27|5567|9280090|win
2025-02-27|43776|9155106|win
2025-02-27|44231|1597774|win
2025-02-28|14349|5821503|win
2025-02-28|43776|4197151|lose
2025-02-28|30723|10718045|win
2025-02-28|12008|11266296|lose
2025-02-28|44228|10288425|win
2025-02-28|5567|10359687|lose
